name,category,target_rationale,evidence_level,pubchem_cid,molecular_formula,molecular_weight,smiles_canonical_rdkit,smiles_pubchem_raw
clometacin,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C19H16ClNO4,357.8,COc1ccc2c(C(=O)c3ccc(Cl)cc3)c(C)n(CC(=O)O)c2c1,COc1ccc2c(C(=O)c3ccc(Cl)cc3)c(C)n(CC(=O)O)c2c1
clomipramine,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C19H23ClN2,314.9,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21
clonazepam,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C15H10ClN3O3,315.7,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1
clotrimazole,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C22H17ClN2,344.8,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1
clozapine,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C18H19ClN4,326.8,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
codeine,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C18H21NO3,299.4,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341
colchicine,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C22H25NO6,399.4,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2
cromolyn,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C23H16O11,468.4,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1
cromolyn-sodium,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C23H14O11-2,466.4,O=C([O-])c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)[O-])cc(=O)c34)cccc2o1,O=C([O-])c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)[O-])cc(=O)c34)cccc2o1.[Na+].[Na+]
cyclobarbital,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C12H16N2O3,236.3,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O
cyclophosphamide-anhydrous,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C7H15Cl2N2O2P,261.1,O=P1(N(CCCl)CCCl)NCCCO1,O=P1(N(CCCl)CCCl)NCCCO1
cyproheptadine,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C21H21N,287.4,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1
dacarbazine,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C6H10N6O,182.2,CN(C)/N=N/c1[nH]cnc1C(N)=O,CN(C)/N=N/c1[nH]cnc1C(N)=O
deferoxamine,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C25H48N6O8,560.7,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN
delavirdine,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C22H28N6O3S,456.6,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1
desipramine,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C18H22N2,266.4,CNCCCN1c2ccccc2CCc2ccccc21,CNCCCN1c2ccccc2CCc2ccccc21
diazepam,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C16H13ClN2O,284.7,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
dibromsalan,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C13H9Br2NO2,371.0,O=C(Nc1ccc(Br)cc1)c1cc(Br)ccc1O,O=C(Nc1ccc(Br)cc1)c1cc(Br)ccc1O
dichlorphenamide,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C6H6Cl2N2O4S2,305.2,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1
diethylstilbestrol,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C18H20O2,268.4,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1
diltiazem,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C22H26N2O4S,414.5,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1
dinoprostone,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C20H32O5,352.5,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O
disopyramide,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C21H29N3O,339.5,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C
dofetilide,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C19H27N3O5S2,441.6,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1
donepezil,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C24H29NO3,379.5,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2
dopamine,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C8H11NO2,153.2,NCCc1ccc(O)c(O)c1,NCCc1ccc(O)c(O)c1
dronabinol,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C21H30O2,314.5,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21
emedastine,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C17H26N4O,302.4,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21
enalapril,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C20H28N2O5,376.5,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O
enalaprilat-anhydrous,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C18H24N2O5,348.4,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O
epirubicin,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C27H29NO11,543.5,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1
ergotamine,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C33H35N5O5,581.7,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21
ethacrynic-acid,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C13H12Cl2O4,303.1,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl
ethoxzolamide,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C9H10N2O3S2,258.3,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,CCOc1ccc2nc(S(N)(=O)=O)sc2c1
etidocaine,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C17H28N2O,276.4,CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C,CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C
etodolac,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C17H21NO3,287.4,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3
etoricoxib,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C18H15ClN2O2S,358.9,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1
etretinate,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C23H30O3,354.5,CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C
fenclofenac,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C14H10Cl2O3,297.1,O=C(O)Cc1ccccc1Oc1ccc(Cl)cc1Cl,O=C(O)Cc1ccccc1Oc1ccc(Cl)cc1Cl
fenoldopam,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C16H16ClNO3,305.8,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1
fentanyl,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C22H28N2O,336.5,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
fluconazole,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C13H12F2N6O,306.3,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
flumazenil,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C15H14FN3O3,303.3,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2
flunitrazepam,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C16H12FN3O3,313.3,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21
fluoxetine,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C17H18F3NO,309.3,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
flurbiprofen,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C15H13FO2,244.3,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1
furosemide,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C12H11ClN2O5S,330.7,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl
gatifloxacin,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C19H22FN3O4,375.4,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
gemfibrozil,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C15H22O3,250.3,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1
gemifloxacin,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C18H20FN5O4,389.4,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN
glyburide,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C23H28ClN3O5S,494.0,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
grepafloxacin,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C19H22FN3O3,359.4,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1
griseofulvin,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C17H17ClO6,352.8,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O
guanabenz,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C8H8Cl2N4,231.1,N=C(N)N/N=C/c1c(Cl)cccc1Cl,N=C(N)N/N=C/c1c(Cl)cccc1Cl
haloperidol,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C21H23ClFNO2,375.9,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
hexachlorophene,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C13H6Cl6O2,406.9,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl
hexestrol,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C18H22O2,270.4,CC[C@H](c1ccc(O)cc1)[C@@H](CC)c1ccc(O)cc1,CC[C@H](c1ccc(O)cc1)[C@@H](CC)c1ccc(O)cc1
hexobarbital,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C12H16N2O3,236.3,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O
hydralazine,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C8H8N4,160.2,NNc1nncc2ccccc12,NNc1nncc2ccccc12
hydrochlorothiazide,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C7H8ClN3O4S2,297.7,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O
ibudilast,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C14H18N2O,230.3,CC(C)C(=O)c1c(C(C)C)nn2ccccc12,CC(C)C(=O)c1c(C(C)C)nn2ccccc12
ibuprofen,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C13H18O2,206.3,CC(C)Cc1ccc(C(C)C(=O)O)cc1,CC(C)Cc1ccc(C(C)C(=O)O)cc1
ibutilide,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C20H36N2O3S,384.6,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1
iloperidone,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C24H27FN2O4,426.5,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1
iloprost,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C22H32O4,360.5,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O
imipramine,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C19H24N2,280.4,CN(C)CCCN1c2ccccc2CCc2ccccc21,CN(C)CCCN1c2ccccc2CCc2ccccc21
inamrinone,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C10H9N3O,187.2,Nc1cc(-c2ccncc2)c[nH]c1=O,Nc1cc(-c2ccncc2)c[nH]c1=O
indalpine,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C15H20N2,228.3,c1ccc2c(CCC3CCNCC3)c[nH]c2c1,c1ccc2c(CCC3CCNCC3)c[nH]c2c1
indapamide,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C16H16ClN3O3S,365.8,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
indinavir-anhydrous,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C36H47N5O4,613.8,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O
indomethacin,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C19H16ClNO4,357.8,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
indoprofen,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C17H15NO3,281.3,CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1
irinotecan,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C33H38N4O6,586.7,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC
isoproterenol,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C11H17NO3,211.3,CC(C)NCC(O)c1ccc(O)c(O)c1,CC(C)NCC(O)c1ccc(O)c(O)c1
isosorbide-dinitrate,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C6H8N2O8,236.1,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-]
isotretinoin,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C20H28O2,300.4,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
ketanserin,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C22H22FN3O3,395.4,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1
ketoprofen,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C16H14O3,254.3,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
ketorolac,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C15H13NO3,255.3,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O
ketotifen,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C19H19NOS,309.4,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1
labetalol,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C19H24N2O3,328.4,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1
